ensembl_transcript_id,GeneName,logfc,pvalue,fdr
ENSRNOT00000000184,Slc30a4,0.227193592114314,0.344195435958313,0.744968177026598
ENSRNOT00000000193,Ppap2c,0.316319890446141,0.287106334941131,0.701563106167746
ENSRNOT00000000199,Jrk,0.288579950738578,0.340392277378509,0.742494684659362
ENSRNOT00000000200,Tmprss6,0.085171738811999,0.90200822598791,NA
ENSRNOT00000000201,MPST,-0.112565703451057,0.687444894343035,0.91953131870146
ENSRNOT00000000203,Csf2rb,0.72306781109977,0.2990826050129,NA
ENSRNOT00000000205,Chadl,0.233320827246016,0.593153599078335,0.882120209265251
ENSRNOT00000000206,EP300,-0.555849896233571,0.156036288160904,0.571418604721111
ENSRNOT00000000211,Vwa5a,-0.304822221929386,0.482034440365372,NA
ENSRNOT00000000212,Cyp19a1,0.757358343435248,0.159065150499711,NA
ENSRNOT00000000215,Dppa5,-0.066222645532095,0.754350825409243,NA
ENSRNOT00000000222,ENSRNOT00000000222,-0.373293372476181,0.316365176279149,0.725842994802248
ENSRNOT00000000223,RGD1565766,0.301999857511684,0.364105030300741,0.757209112106998
ENSRNOT00000000231,Klf11,0.403612129172796,0.186947594513858,0.604248555745061
ENSRNOT00000000233,ENSRNOT00000000233,0.140916507442362,0.650963027213332,0.905441429930544
ENSRNOT00000000239,Abhd5,-0.644597127429024,0.10199170603085,0.481540534140931
ENSRNOT00000000246,Lmf1,0.016014138682242,0.98181319694939,NA
ENSRNOT00000000248,Zfp354c,-0.607501017267113,0.049910012295537,0.368021153970228
ENSRNOT00000000249,Grm6,-0.714696830728754,0.115273951021852,0.510772910204206
ENSRNOT00000000253,Zfp207,-0.322232910716739,0.087052411933567,0.450741383671562
ENSRNOT00000000254,RGD1310429,-0.097334621564887,0.68782259317858,0.919548988275821
ENSRNOT00000000256,Ccl7,0.161564653718462,0.797965102170695,NA
ENSRNOT00000000258,Aatf,-0.140686872281721,0.579258180863085,0.874133383121313
ENSRNOT00000000259,Synrg,0.255864076632783,0.631981898812359,NA
ENSRNOT00000000260,ENSRNOT00000000260,0.349752289349908,0.354939993704294,0.7507633017307
ENSRNOT00000000263,Amz2,-0.28775974460273,0.272452698926952,0.689827700456626
ENSRNOT00000000264,Mfsd11,-0.119559888154977,0.5853550243485,0.877734401642572
ENSRNOT00000000266,Mettl23,0.150342507904039,0.524085563879707,0.847739990968353
ENSRNOT00000000269,ENSRNOT00000000269,0.115330436998178,0.666346410187561,NA
ENSRNOT00000000274,Smpd3,NA,NA,NA
ENSRNOT00000000275,Prmt7,0.112862478279917,0.625918630405379,0.896547433707038
ENSRNOT00000000279,Zfp821,0.137562505667165,0.608727099302283,0.890367674229871
ENSRNOT00000000281,Def8,0.430413731383603,0.058111278169886,0.391073726661363
ENSRNOT00000000299,Phyhipl,-0.235282096994567,0.712059824255775,NA
ENSRNOT00000000302,Tet1,0.554362658173953,0.342235819851185,NA
ENSRNOT00000000304,Rtn4ip1,0.038686269730771,0.861799657973434,0.969433708083196
ENSRNOT00000000306,Slc25a1,-0.52709363989151,0.026256241745645,0.278358478120758
ENSRNOT00000000308,Dgcr14,0.231888205768111,0.366195595214898,0.758249052710815
ENSRNOT00000000312,Car15,NA,NA,NA
ENSRNOT00000000313,Scarf2,0.006110443409678,0.990303051844033,NA
ENSRNOT00000000317,Qtrtd1,NA,NA,NA
ENSRNOT00000000323,Aqp6,NA,NA,NA
ENSRNOT00000000324,Aqp2,0.48388775748322,0.323303212732054,NA
ENSRNOT00000000325,Olig2,0.62387618257886,0.077349145741471,0.434686542099964
ENSRNOT00000000327,Foxo3,-0.385279918984074,0.282240591429158,0.698799047478231
ENSRNOT00000000331,Cep57l1,-0.377005180638386,0.318892503297268,0.727735821045093
ENSRNOT00000000334,Cd164,0.179086807659951,0.457195731805903,0.81299830612017
ENSRNOT00000000336,Smpd2,0.180123027715173,0.447004005239903,0.808703242238625
ENSRNOT00000000337,Mical1,-0.263939171149549,0.379310638787803,0.765763152924201
ENSRNOT00000000340,RGD1561147,-0.075930791111676,0.736643266388361,NA
ENSRNOT00000000342,ENSRNOT00000000342,0.084634960646931,0.805976835983992,NA
ENSRNOT00000000343,Fig4,0.512771424464106,0.009950132563078,0.185937290279203
ENSRNOT00000000346,ENSRNOT00000000346,NA,NA,NA
ENSRNOT00000000348,Sobp,-0.232118897577286,0.419504769795897,0.791818553058744
ENSRNOT00000000351,Timm10b,0.10701224699652,0.785155184172148,0.950505221444325
ENSRNOT00000000352,Cd24,0.056632941518281,0.769532844884806,0.946222922725452
ENSRNOT00000000365,Hace1,0.281141237018857,0.192296418266645,0.610019612358433
ENSRNOT00000000383,Nid2,0.09389314387709,0.833187627607627,0.963622204513248
ENSRNOT00000000387,ENSRNOT00000000387,NA,NA,NA
ENSRNOT00000000423,Tmem167b,-0.454529109690377,0.51149890803221,NA
ENSRNOT00000000426,Dnajc12,-0.149630292047451,0.483591600509456,0.827715216965215
ENSRNOT00000000427,Sirt1,-0.528911691226956,0.27671488801621,NA
ENSRNOT00000000432,Atoh7,-0.49222081613175,0.475398235262991,NA
ENSRNOT00000000434,Pbld1,0.422550880879258,0.173108263734251,0.587324615390218
ENSRNOT00000000438,Dna2,-0.400378139383445,0.285140304825829,0.700331008864312
ENSRNOT00000000441,Supv3l1,0.476411861487542,0.024456289149256,0.271869227663183
ENSRNOT00000000443,Srgn,0.259759779231819,0.452883956662516,0.811571611502196
ENSRNOT00000000444,2510003E04Rik,0.216440603068244,0.282389447065003,0.698943828718526
ENSRNOT00000000446,Ddx50,0.426883742144684,0.139725094304733,0.549576503700587
ENSRNOT00000000447,ENSRNOT00000000447,-0.003603798015236,0.986673251389409,0.998816166308762
ENSRNOT00000000448,Zufsp,0.398241471279707,0.075447357076972,0.430779173580237
ENSRNOT00000000449,ENSRNOT00000000449,-0.142621059690329,0.639205743683948,NA
ENSRNOT00000000451,GPRC6A,NA,NA,NA
ENSRNOT00000000453,ENSRNOT00000000453,NA,NA,NA
ENSRNOT00000000454,ENSRNOT00000000454,0.718929874216916,0.279394377909073,NA
ENSRNOT00000000455,ENSRNOT00000000455,0.481149954220476,0.487234802229499,NA
ENSRNOT00000000456,Vgll2,-0.0325560882602,0.827680304223324,NA
ENSRNOT00000000459,Ros1,0.481236324779918,0.300697003542063,0.71210259661997
ENSRNOT00000000462,Dcbld1,NA,NA,NA
ENSRNOT00000000467,Nus1,0.142949364494969,0.49519712570139,0.833671171717656
ENSRNOT00000000468,Slc35f1,0.036200086732028,0.88742638132985,0.976189231168224
ENSRNOT00000000469,Pln,-0.207311357848632,0.739841833490644,NA
ENSRNOT00000000471,Asf1a,0.561536499423706,0.063647235751473,0.406684313672498
ENSRNOT00000000474,Numa1,-1.02590876173723,0.005070017970506,0.136940783008542
ENSRNOT00000000475,Fam184a,0.238234213086618,0.422942739131679,0.794533752693914
ENSRNOT00000000476,Zbtb12,0.275197972121117,0.646137532416303,NA
ENSRNOT00000000477,C2,-0.616108624725015,0.333591505636464,NA
ENSRNOT00000000478,Nelfe,0.36750068458374,0.198301590883983,0.617413387357524
ENSRNOT00000000481,Skiv2l,-0.225394662933425,0.439309143791235,0.803046137142077
ENSRNOT00000000483,Dxo,0.082434942025166,0.775521702347259,0.948509925890516
ENSRNOT00000000484,Stk19,-0.573411718335679,0.147158413843948,0.560819406253444
ENSRNOT00000000492,Atf6b,0.207415385940253,0.374442513525541,0.763498426056177
ENSRNOT00000000494,Fkbpl,-0.440780130046803,0.118529878813216,0.518090863372035
ENSRNOT00000000495,Prrt1,0.543733812315227,0.00686051921869,0.157673657215766
ENSRNOT00000000497,Ppt2,0.229720292962876,0.39417951189726,0.773549420542963
ENSRNOT00000000499,Egfl8,NA,NA,NA
ENSRNOT00000000500,Agpat1,0.321717058297736,0.182320133228108,0.599423030511816
ENSRNOT00000000501,Rnf5,-0.055246309013482,0.799146264656582,0.95311241048663
ENSRNOT00000000508,Ager,-0.141983439064868,0.836700266957339,NA
ENSRNOT00000000509,Pbx2,-0.245231963581095,0.39189191484494,0.773058887755647
ENSRNOT00000000510,Gpsm3,0.348397034842626,0.566530914829499,NA
ENSRNOT00000000513,Notch4,-0.180794817927079,0.618055688150022,0.894212987305332
ENSRNOT00000000514,ENSRNOT00000000514,-1.42935585117379,0.033061380452025,NA
ENSRNOT00000000522,RT1-Db1,NA,NA,NA
ENSRNOT00000000523,RT1-Ba,0.355145920406411,0.613009107183675,NA
ENSRNOT00000000525,RT1-Bb,-0.217038291749445,0.684660274842313,NA
ENSRNOT00000000526,RT1-DOb,0.343274120092458,0.615616562091992,NA
ENSRNOT00000000527,Tap2,-0.159247158086565,0.790564110371883,NA
ENSRNOT00000000528,Psmb8,0.098513505306399,0.719802011636467,0.929244025998353
ENSRNOT00000000529,Tap1,0.630486191775644,0.16723106828069,NA
ENSRNOT00000000532,Psmb9,-0.069587987365539,0.831769044211043,0.963348697761359
ENSRNOT00000000535,Brd2,-0.131523025951788,0.529551696096697,0.850807287246466
ENSRNOT00000000541,Slc39a7,0.253651305183395,0.271830118349286,0.689751677207356
ENSRNOT00000000542,Hsd17b8,0.608927020564447,0.003630574254087,0.117086019694321
ENSRNOT00000000543,Ring1,0.034053843324913,0.924739291436359,0.983891584979561
ENSRNOT00000000549,Vps52,0.030657736986804,0.903628720845041,0.980067094252758
ENSRNOT00000000550,B3galt4,0.566790246406157,0.136549843710126,0.543259037690121
ENSRNOT00000000552,Wdr46,0.037071248330753,0.897498997382268,0.978812182827816
ENSRNOT00000000553,Pfdn6,-0.14680656141514,0.537207610052612,0.854138713131195
ENSRNOT00000000554,Rgl2,0.025068492554186,0.930307277235989,0.985179022332642
ENSRNOT00000000558,Zbtb22,0.281092555807,0.367800809230318,0.758776479692635
ENSRNOT00000000559,Daxx,0.089340170764361,0.705889357776098,0.923419214223538
ENSRNOT00000000560,ENSRNOT00000000560,NA,NA,NA
ENSRNOT00000000568,Cuta,0.075778613623598,0.904491775310644,NA
ENSRNOT00000000572,Syngap1,NA,NA,NA
ENSRNOT00000000574,Zbtb9,-0.364444889036565,0.318403083358912,0.727686165470513
ENSRNOT00000000576,Bak1,-0.103211050725598,0.767539733326916,0.945520449026835
ENSRNOT00000000577,Ggnbp1,-0.747032879182816,0.282335791675215,NA
ENSRNOT00000000580,Hmga1,-0.562544937782643,0.377610786241474,0.76546588927357
ENSRNOT00000000581,Nudt3,-0.047344161654317,0.832371662280789,0.963616986623818
ENSRNOT00000000583,Spdef,-0.997585621789565,0.151765674551191,NA
ENSRNOT00000000586,Snrpc,-0.072964053381047,0.812590339175904,0.958130259915179
ENSRNOT00000000593,Scube3,-0.143219746319741,0.639193581103476,NA
ENSRNOT00000000594,Scube3,NA,NA,NA
ENSRNOT00000000595,Zfp523,0.364245833296617,0.126815811986716,0.529624353436374
ENSRNOT00000000597,Def6,-0.329947084806051,0.637405596306892,NA
ENSRNOT00000000599,Aip,-0.758361226300637,0.006103624652557,0.149421287603278
ENSRNOT00000000603,Rpl10a,0.449240675786132,0.171167311483413,0.585714442638452
ENSRNOT00000000607,Tead3,0.087463574860608,0.873198334217682,NA
ENSRNOT00000000609,Armc12,NA,NA,NA
ENSRNOT00000000611,Clps,0.000980364417329,0.998879777883876,NA
ENSRNOT00000000612,Srpk1,0.196637033180437,0.511568188469483,0.842709404013366
ENSRNOT00000000617,Mapk14,-0.070350195208799,0.867098331041888,NA
ENSRNOT00000000618,Mapk14,0.333857570834824,0.624542042940278,NA
ENSRNOT00000000621,Mapk13,0.084634960646931,0.805976835983992,NA
ENSRNOT00000000623,Pxt1,NA,NA,NA
ENSRNOT00000000624,Kctd20,-0.811852149592753,0.119902566807843,NA
ENSRNOT00000000627,Srsf3,0.056362015691948,0.762934733251688,0.943990098475712
ENSRNOT00000000628,Cdkn1a,0.632932523814362,0.106254903265706,0.491040090323065
ENSRNOT00000000629,Cpne5,0.297704844070852,0.120437264881221,0.520870815640878
ENSRNOT00000000631,RGD735065,0.145721990059966,0.520261453829309,0.846889642006815
ENSRNOT00000000632,Pi16,-0.759762275269359,0.102395826806514,0.482499110054102
ENSRNOT00000000635,Mtch1,-0.187248898248785,0.381920813559908,0.767102628541473
ENSRNOT00000000637,Pim1,0.050497473722685,0.937607024395227,NA
ENSRNOT00000000639,Ccdc167,0.4927888073256,0.043748591945733,0.347124244426559
ENSRNOT00000000640,Cmtr1,-0.182390868020685,0.39308796524754,0.773340468001897
ENSRNOT00000000642,Tbc1d22b,-0.870033934432029,0.000797698200535,0.060526322869253
ENSRNOT00000000649,Btbd9,-0.564841553639304,0.062461827380618,0.403689870189127
ENSRNOT00000000650,Glo1,0.427137882976569,0.053070458045627,0.377349606179612
ENSRNOT00000000651,Dnah8,-0.356917441363237,0.56553834519085,NA
ENSRNOT00000000653,Frk,-0.511925712245929,0.398884965475462,NA
ENSRNOT00000000655,Col10a1,-0.009059395091283,0.985101170357691,NA
ENSRNOT00000000657,Nt5dc1,-0.369774145775124,0.184632333440335,0.601344603631826
ENSRNOT00000000658,Tspyl4,-0.409461819565768,0.084991635551029,0.446816361279549
ENSRNOT00000000660,Tspyl1,0.070819347866702,0.747955251702373,0.938002044436691
ENSRNOT00000000661,Neurog3,NA,NA,NA
ENSRNOT00000000662,RGD1305587,0.139154059710863,0.549773033873874,0.859624059377489
ENSRNOT00000000670,ENSRNOT00000000670,0.046715927344365,0.946827428764663,NA
ENSRNOT00000000671,Eif4ebp2,-0.713142727829425,0.045090193341372,0.352638233061566
ENSRNOT00000000672,Nodal,NA,NA,NA
ENSRNOT00000000673,Sar1a,0.409443389400081,0.022075504907891,0.261699439110634
ENSRNOT00000000674,Ppa1,-0.072752288311116,0.691253111530921,0.920695119153408
ENSRNOT00000000675,Npffr1,-0.05569860781327,0.936438764334829,NA
ENSRNOT00000000676,Lrrc20,0.143555668019809,0.589477138981158,0.879596671188676
ENSRNOT00000000681,Prf1,0.780029826880169,0.217358423178042,NA
ENSRNOT00000000683,Tbata,NA,NA,NA
ENSRNOT00000000687,Pcbd1,0.043453283946683,0.875960591516181,0.972325982274207
ENSRNOT00000000689,Slc29a3,-0.154098763846262,0.494804388918907,0.833614415652314
ENSRNOT00000000696,Psap,0.030211258510266,0.903533501992308,0.980067094252758
ENSRNOT00000000697,Chst3,-0.0325560882602,0.827680304223324,NA
ENSRNOT00000000698,Spock2,-0.196187544222022,0.416481825824852,0.789588538907239
ENSRNOT00000000700,ENSRNOT00000000700,0.183386111593999,0.687613567435237,NA
ENSRNOT00000000701,Ascc1,-0.105767137960072,0.639558835960653,0.90111932020262
ENSRNOT00000000702,Anapc16,-0.141505331952439,0.504800976982066,0.838446257905836
ENSRNOT00000000703,Ddit4,0.035032046269398,0.924795875095829,0.983891584979561
ENSRNOT00000000707,Marcks,0.199166596066369,0.353335618038089,0.749766655745517
ENSRNOT00000000708,Fam26d,-0.834444911927587,0.110764042145201,NA
ENSRNOT00000000710,Ddo,0.075125180124226,0.815641758546312,0.958922725817416
ENSRNOT00000000713,Cdk19,-0.023806207741488,0.913204360582394,0.981816315611907
ENSRNOT00000000715,Amd1,-0.070641311143608,0.763685387915914,0.944431872881891
ENSRNOT00000000716,Gtf3c6,-1.19881761404038,0.000262236667439,0.034956147769683
ENSRNOT00000000717,Rpf2,-0.151323045297796,0.435249295807203,0.800518177782598
ENSRNOT00000000718,Slc16a10,-0.947911088226848,0.156880115975145,NA
ENSRNOT00000000720,ENSRNOT00000000720,0.832303712344267,0.036536308141191,0.320774153893564
ENSRNOT00000000728,Traf3ip2,0.076746465833011,0.845051662191899,0.965954900199199
ENSRNOT00000000733,Fyn,0.470086442433175,0.074617941028587,0.429648415729763
ENSRNOT00000000735,Wisp3,0.448006139058408,0.523213390457091,NA
ENSRNOT00000000737,Lama4,0.125172906687701,0.687926132423553,0.919548988275821
ENSRNOT00000000742,Hdac2,0.243378501765853,0.193512146071211,0.611148030649969
ENSRNOT00000000743,Hs3st5,0.022202987671311,0.964145772243362,NA
ENSRNOT00000000744,Pcdh15,NA,NA,NA
ENSRNOT00000000745,RGD1559903,NA,NA,NA
ENSRNOT00000000748,Ipmk,0.168013465565362,0.429241046654767,0.797965476286212
ENSRNOT00000000749,Cisd1,0.299683530904556,0.27985866373385,0.697254469323957
ENSRNOT00000000750,Ube2d1,0.188172047346787,0.51800798260397,0.846284300532034
ENSRNOT00000000753,Tfam,0.449395521253054,0.030638419652376,0.297901592184336
ENSRNOT00000000754,Bicc1,-0.109418936846592,0.836785088166399,NA
ENSRNOT00000000756,Fam13c,0.397767550093117,0.476861508560384,NA
ENSRNOT00000000767,Mdga2,0.183759057396103,0.43450548837784,0.800234328818973
ENSRNOT00000000771,ENSRNOT00000000771,0.163652857509161,0.796026376187439,NA
ENSRNOT00000000772,Hint1,0.051843810942958,0.814924034482909,0.958753733317902
ENSRNOT00000000776,ENSRNOT00000000776,NA,NA,NA
ENSRNOT00000000780,ENSRNOT00000000780,NA,NA,NA
ENSRNOT00000000783,Cdk1,0.287736677208786,0.628293345351192,NA
ENSRNOT00000000784,Rhobtb1,0.435664554023509,0.251587966330056,0.672501051477927
ENSRNOT00000000785,RGD1306739,0.289613208794094,0.21430407467324,0.635873669125282
ENSRNOT00000000787,Arid5b,-0.109331230875838,0.620446445531614,0.894639610540758
ENSRNOT00000000791,Ado,0.271157956467719,0.699708731547602,NA
ENSRNOT00000000792,Egr2,0.125926572140331,0.779075636683211,0.948885326954355
ENSRNOT00000000794,Nrbf2,0.103150874207632,0.700718584988099,0.923174140742506
ENSRNOT00000000804,Jmjd1c,0.163493314339436,0.459505458126125,0.813680735223486
ENSRNOT00000000807,ENSRNOT00000000807,NA,NA,NA
ENSRNOT00000000812,Nr5a2,NA,NA,NA
ENSRNOT00000000814,Ptprc,NA,NA,NA
ENSRNOT00000000816,ENSRNOT00000000816,NA,NA,NA
ENSRNOT00000000817,Nek7,-0.418669617992548,0.367021109368317,0.758249052710815
ENSRNOT00000000821,Acacb,NA,NA,NA
ENSRNOT00000000823,Asphd2,0.456133541735591,0.022793837505565,0.265074144901537
ENSRNOT00000000824,Hps4,-0.348906525541559,0.200906667915465,0.620725545964934
ENSRNOT00000000826,Srrd,0.246521757705598,0.512820141813931,0.843153839344153
ENSRNOT00000000828,Tfip11,0.390625576780075,0.070798002127025,0.423411581015912
ENSRNOT00000000831,Tpst2,0.355135111928507,0.163835790214776,0.578858075087506
ENSRNOT00000000874,Svop,-0.523430034018835,0.067803869382376,0.414387682618628
ENSRNOT00000000881,Dao,0.611074715020868,0.364706118950787,NA
ENSRNOT00000000883,Ssh1,NA,NA,NA
ENSRNOT00000000886,Coro1c,-0.102439372208459,0.627428546488985,0.896547433707038
ENSRNOT00000000888,Selplg,-1.57423630796363,0.00214844249633,NA
ENSRNOT00000000889,Tmem119,0.334347113430839,0.255815774701086,0.674798528648616
ENSRNOT00000000890,Iscu,0.836501157716518,0.001278207840434,0.072676111192805
ENSRNOT00000000891,Sart3,0.073182307451521,0.706471862654265,0.923419214223538
ENSRNOT00000000892,Ficd,-1.19254240911521,0.011997255306307,0.204447545326373
ENSRNOT00000000893,Cmklr1,-0.327580240294634,0.486670271984633,NA
ENSRNOT00000000895,Wscd2,-1.35690540885257,0.010138778811477,NA
ENSRNOT00000000898,Sgsm1,0.267397540451823,0.193008155397069,0.610632605563987
ENSRNOT00000000901,RGD1306556,0.019610000680844,0.976553400055697,NA
ENSRNOT00000000903,ENSRNOT00000000903,-0.128860975286774,0.780975334493726,NA
ENSRNOT00000000904,Chmp2b,0.061228390774451,0.854361302283841,0.96723174875969
ENSRNOT00000000905,POU1F1,0.782453912294357,0.262091213558054,NA
ENSRNOT00000000907,Htr1f,-0.57711387879539,0.298688637641696,NA
ENSRNOT00000000909,Cggbp1,0.24413148124879,0.282797382728936,0.699385735023509
ENSRNOT00000000911,MGC95208,0.149235702493046,0.648195529487581,0.904548303741132
ENSRNOT00000000953,Olr1671,NA,NA,NA
ENSRNOT00000000955,Clic2,-0.058335320961122,0.880678862312748,0.974772225661048
ENSRNOT00000000956,Tmlhe,NA,NA,NA
ENSRNOT00000000968,ENSRNOT00000000968,NA,NA,NA
ENSRNOT00000000973,Olr1695,NA,NA,NA
ENSRNOT00000000974,Olr1694,NA,NA,NA
ENSRNOT00000000975,ENSRNOT00000000975,-1.18857164540439,0.068781261463425,NA
ENSRNOT00000000976,Olr1693,NA,NA,NA
ENSRNOT00000000986,Olr1869,0.115330436998178,0.666346410187561,NA
ENSRNOT00000000990,RT1-M3-1,-0.445201363477413,0.039658276691096,0.334350207633929
ENSRNOT00000000992,Olr1743,NA,NA,NA
ENSRNOT00000000994,ENSRNOT00000000994,-0.075930791111676,0.736643266388361,NA
ENSRNOT00000000995,Ubd,0.314123311786194,0.653882079638432,NA
ENSRNOT00000000996,Olr1746,-0.066222645532095,0.754350825409243,NA
ENSRNOT00000001008,Mog,-0.092403981364737,0.686453173531474,0.919274043980287
ENSRNOT00000001011,Znrd1as1,0.539040680601704,0.083637199900096,0.444570441826075
ENSRNOT00000001012,Znrd1,-0.243268961736383,0.337327667417602,0.740695367413342
ENSRNOT00000001013,Ppp1r11,0.177404952209393,0.35008559503592,0.747956406802516
ENSRNOT00000001014,Rnf39,-0.147046608368737,0.522992222949445,0.847539875553761
ENSRNOT00000001016,Trim10,0.034339953183859,0.959408473021372,NA
ENSRNOT00000001017,Trim15,0.831411472166696,0.192606115415831,NA
