ensembl_transcript_id,GeneName,logfc,pvalue,fdr
ENSRNOT00000000200,Tmprss6,0.129833764156684,0.847711347430301,NA
ENSRNOT00000000201,MPST,0.711847258422359,0.052786935635681,0.34136210107527
ENSRNOT00000000203,Csf2rb,-0.191925606058154,0.78051861830097,NA
ENSRNOT00000000205,Chadl,0.594865337781786,0.091964442910043,NA
ENSRNOT00000000206,EP300,0.126484098175859,0.757771038636664,NA
ENSRNOT00000000211,Vwa5a,-0.598787181308013,0.227413207592539,NA
ENSRNOT00000000212,Cyp19a1,-0.400017541261521,0.372267107842651,NA
ENSRNOT00000000215,Dppa5,-0.178821937029138,0.583071011383618,NA
ENSRNOT00000000222,ENSRNOT00000000222,-0.249888945012511,0.5426164345036,NA
ENSRNOT00000000223,RGD1565766,-0.140764279319431,0.718526665790677,NA
ENSRNOT00000000231,Klf11,-0.028950167125513,0.933024086740595,NA
ENSRNOT00000000233,ENSRNOT00000000233,-0.034882633795077,0.917355287244128,NA
ENSRNOT00000000239,Abhd5,-0.528383011710941,0.223305965386291,NA
ENSRNOT00000000246,Lmf1,0.604905130578144,0.385766331223553,NA
ENSRNOT00000000248,Zfp354c,-0.454385785617326,0.138696081728162,NA
ENSRNOT00000000249,Grm6,-0.236846677580669,0.53343688163737,NA
ENSRNOT00000000253,Zfp207,-0.077915073922688,0.728806501440139,0.899822301831808
ENSRNOT00000000254,RGD1310429,-0.475085482525986,0.040142059673322,0.306293662827454
ENSRNOT00000000256,Ccl7,-0.388292996656813,0.569472477345616,NA
ENSRNOT00000000258,Aatf,-0.275387261854803,0.260759637163637,NA
ENSRNOT00000000259,Synrg,NA,NA,NA
ENSRNOT00000000260,ENSRNOT00000000260,0.276692863272839,0.509781219225092,NA
ENSRNOT00000000263,Amz2,0.071325913000097,0.786828735185486,0.918211434552909
ENSRNOT00000000264,Mfsd11,0.192851461116217,0.410194050950302,0.740378762502571
ENSRNOT00000000266,Mettl23,-0.144449660918664,0.61068358514483,NA
ENSRNOT00000000269,ENSRNOT00000000269,0.097396420249214,0.698788205740851,NA
ENSRNOT00000000274,Smpd3,NA,NA,NA
ENSRNOT00000000275,Prmt7,0.534566388735424,0.04798733811765,0.327802834394581
ENSRNOT00000000279,Zfp821,0.573930699854207,0.011616809410981,0.178064309219759
ENSRNOT00000000281,Def8,0.573561354322621,0.006671932553442,0.144192221644692
ENSRNOT00000000299,Phyhipl,1.12401347862935,0.081819287794175,NA
ENSRNOT00000000302,Tet1,-0.017128323416666,0.968879799824907,NA
ENSRNOT00000000304,Rtn4ip1,0.204600357905958,0.408760477511249,0.739921754657047
ENSRNOT00000000306,Slc25a1,0.558265172204126,0.07871440829929,0.39517262496223
ENSRNOT00000000308,Dgcr14,0.250598078044698,0.342076509999171,NA
ENSRNOT00000000312,Car15,-0.002037313379304,0.995479206468404,NA
ENSRNOT00000000313,Scarf2,-0.32783560919788,0.38928091609036,NA
ENSRNOT00000000317,Qtrtd1,NA,NA,NA
ENSRNOT00000000323,Aqp6,NA,NA,NA
ENSRNOT00000000324,Aqp2,NA,NA,NA
ENSRNOT00000000325,Olig2,0.605918132693033,0.052453664180325,NA
ENSRNOT00000000327,Foxo3,-0.554730289106176,0.161063286959027,NA
ENSRNOT00000000331,Cep57l1,0.173622555757816,0.63837508254885,NA
ENSRNOT00000000334,Cd164,-0.271659824697902,0.281185331553481,0.645319426958069
ENSRNOT00000000336,Smpd2,0.651898053795038,0.012790904693208,0.186693510316764
ENSRNOT00000000337,Mical1,0.421951407721367,0.111862334058339,NA
ENSRNOT00000000340,RGD1561147,-0.229540579609411,0.640536292961009,NA
ENSRNOT00000000342,ENSRNOT00000000342,0.151343958620481,0.816432767926789,NA
ENSRNOT00000000343,Fig4,0.054186945824138,0.834978228158316,0.939224311110055
ENSRNOT00000000346,ENSRNOT00000000346,NA,NA,NA
ENSRNOT00000000348,Sobp,-0.268959526152657,0.281608881352858,0.645380073969392
ENSRNOT00000000351,Timm10b,1.2434218359216,0.001029752085968,NA
ENSRNOT00000000352,Cd24,-0.082909281901634,0.720981840673565,0.898373816540548
ENSRNOT00000000365,Hace1,0.076058147008671,0.778445796826056,0.917302706047593
ENSRNOT00000000383,Nid2,0.166833992275702,0.680087482914891,NA
ENSRNOT00000000387,ENSRNOT00000000387,-0.062607058135977,0.874047395206411,NA
ENSRNOT00000000423,Tmem167b,0.165745176364994,0.7909243860596,NA
ENSRNOT00000000426,Dnajc12,0.068459161453486,0.780221988644464,0.917302706047593
ENSRNOT00000000427,Sirt1,0.065919374733995,0.914339695529295,NA
ENSRNOT00000000432,Atoh7,-0.089829821822905,0.89610430749411,NA
ENSRNOT00000000434,Pbld1,0.250693461047776,0.40852709648986,NA
ENSRNOT00000000438,Dna2,-0.065260872700122,0.879807090939125,NA
ENSRNOT00000000441,Supv3l1,0.251753250483007,0.288126304297874,0.651133423213863
ENSRNOT00000000443,Srgn,0.194220830387255,0.510369978343804,NA
ENSRNOT00000000444,2510003E04Rik,0.027584335721046,0.90552634398722,0.964955661756875
ENSRNOT00000000446,Ddx50,0.183477028543787,0.583443481159439,0.840324746865664
ENSRNOT00000000447,ENSRNOT00000000447,-0.347892864771656,0.257757982312602,0.627106898266432
ENSRNOT00000000448,Zufsp,0.067614296355631,0.804793728931566,0.92479040028323
ENSRNOT00000000449,ENSRNOT00000000449,0.177392782500018,0.593146265145329,NA
ENSRNOT00000000451,GPRC6A,NA,NA,NA
ENSRNOT00000000453,ENSRNOT00000000453,NA,NA,NA
ENSRNOT00000000454,ENSRNOT00000000454,-0.088127209280191,0.898902475922976,NA
ENSRNOT00000000455,ENSRNOT00000000455,0.134095909757068,0.847404965061398,NA
ENSRNOT00000000456,Vgll2,-0.085184009583621,0.712543041684154,NA
ENSRNOT00000000459,Ros1,0.418384077413577,0.407048591402826,NA
ENSRNOT00000000462,Dcbld1,0.09014524166384,0.827001812908195,NA
ENSRNOT00000000467,Nus1,-0.34837884254108,0.206287860640082,0.580018139209609
ENSRNOT00000000468,Slc35f1,-0.476435399296927,0.03017424117274,0.269287436494005
ENSRNOT00000000469,Pln,0.570533183024216,0.275061722778932,NA
ENSRNOT00000000471,Asf1a,0.004096651286459,0.990988061769034,NA
ENSRNOT00000000474,Numa1,-0.707604245486764,0.032191297438148,NA
ENSRNOT00000000475,Fam184a,0.090041452678639,0.775739834330204,NA
ENSRNOT00000000476,Zbtb12,-0.978209145094939,0.099182478174205,NA
ENSRNOT00000000477,C2,-0.325761327099077,0.625107362383588,NA
ENSRNOT00000000478,Nelfe,0.383651881647413,0.123787083773445,0.473768315749222
ENSRNOT00000000481,Skiv2l,-0.028882252655905,0.929295537924373,NA
ENSRNOT00000000483,Dxo,0.173198662656257,0.589246160453737,NA
ENSRNOT00000000484,Stk19,0.656025562316679,0.168324620162212,NA
ENSRNOT00000000492,Atf6b,-0.021651328322122,0.923156202689963,0.970170086530209
ENSRNOT00000000494,Fkbpl,-0.144433945793154,0.62985234723826,0.859179929947184
ENSRNOT00000000495,Prrt1,0.251438557259127,0.240017682471601,0.614989710498955
ENSRNOT00000000497,Ppt2,0.596837042331588,0.058892654425891,0.360921352720042
ENSRNOT00000000499,Egfl8,NA,NA,NA
ENSRNOT00000000500,Agpat1,0.385544307729822,0.042112682758546,0.309690384107258
ENSRNOT00000000501,Rnf5,-0.029947519906389,0.902550369405638,0.964955661756875
ENSRNOT00000000508,Ager,0.067389778588388,0.918856073512546,NA
ENSRNOT00000000509,Pbx2,-0.217732696194728,0.395685384573832,0.730594074966646
ENSRNOT00000000510,Gpsm3,0.378759373198718,0.419493918414798,NA
ENSRNOT00000000513,Notch4,-0.102205541575796,0.760723469661096,NA
ENSRNOT00000000514,ENSRNOT00000000514,-0.601437048423595,0.367376534669638,NA
ENSRNOT00000000522,RT1-Db1,NA,NA,NA
ENSRNOT00000000523,RT1-Ba,-0.071103272451386,0.916791472753705,NA
ENSRNOT00000000525,RT1-Bb,0.43599347573733,0.524732587050569,NA
ENSRNOT00000000526,RT1-DOb,-0.537870827062709,0.44039014735103,NA
ENSRNOT00000000527,Tap2,-0.278616682566903,0.617160376803264,NA
ENSRNOT00000000528,Psmb8,0.103588023644059,0.743108312235546,NA
ENSRNOT00000000529,Tap1,0.66239334372557,0.13513415417494,NA
ENSRNOT00000000532,Psmb9,0.372075875853558,0.208271822090514,NA
ENSRNOT00000000535,Brd2,-0.210650128724277,0.378752140060449,0.718330190463068
ENSRNOT00000000541,Slc39a7,0.214904655219524,0.326606787010674,0.685056338982875
ENSRNOT00000000542,Hsd17b8,0.519257949200585,0.021059967911795,0.22891125499094
ENSRNOT00000000543,Ring1,0.065870775386959,0.858534899604042,NA
ENSRNOT00000000549,Vps52,0.66305541820172,0.036696516208854,0.292736950371408
ENSRNOT00000000550,B3galt4,-0.016210766868464,0.962308016468248,NA
ENSRNOT00000000552,Wdr46,-0.092080242505389,0.712264758958821,NA
ENSRNOT00000000553,Pfdn6,-0.290284013080457,0.136148503025463,0.490866088041077
ENSRNOT00000000554,Rgl2,0.353479084979252,0.212093256303563,NA
ENSRNOT00000000558,Zbtb22,0.131872721267268,0.604969160788484,NA
ENSRNOT00000000559,Daxx,0.029612351790155,0.907315770331758,NA
ENSRNOT00000000560,ENSRNOT00000000560,-0.188284890240124,0.572816060390474,NA
ENSRNOT00000000568,Cuta,-0.126000590085983,0.832178171008954,NA
ENSRNOT00000000572,Syngap1,NA,NA,NA
ENSRNOT00000000574,Zbtb9,0.002883268341864,0.994107209687483,NA
ENSRNOT00000000576,Bak1,0.452436415722136,0.163706138756255,NA
ENSRNOT00000000577,Ggnbp1,-0.019146021901554,0.978035622599778,NA
ENSRNOT00000000580,Hmga1,-0.298746683465626,0.561593417189354,NA
ENSRNOT00000000581,Nudt3,0.114475064963533,0.660015774585205,0.871240987150568
ENSRNOT00000000583,Spdef,-0.674088705087015,0.333407276612866,NA
ENSRNOT00000000586,Snrpc,0.334096556015807,0.170345700961716,0.544177370955795
ENSRNOT00000000593,Scube3,-0.098981959744777,0.689991646493259,NA
ENSRNOT00000000594,Scube3,NA,NA,NA
ENSRNOT00000000595,Zfp523,0.11720932530195,0.632638515820997,0.859696062939692
ENSRNOT00000000597,Def6,0.589758635247059,0.396466476918668,NA
ENSRNOT00000000599,Aip,-0.061301329279727,0.871090856724805,0.953730236793957
ENSRNOT00000000603,Rpl10a,0.509452975100073,0.108786370685203,0.447376668974901
ENSRNOT00000000607,Tead3,0.355773163126245,0.499017515143043,NA
ENSRNOT00000000609,Armc12,0.08560657665514,0.717648139251322,NA
ENSRNOT00000000611,Clps,0.075594487229233,0.907985545289747,NA
ENSRNOT00000000612,Srpk1,0.156634911240966,0.487418137794101,0.793673655225049
ENSRNOT00000000617,Mapk14,-0.188284890240124,0.572816060390474,NA
ENSRNOT00000000618,Mapk14,0.420521269509376,0.546449032411097,NA
ENSRNOT00000000621,Mapk13,0.308985301525103,0.463563471329029,NA
ENSRNOT00000000623,Pxt1,-0.098981959744777,0.689991646493259,NA
ENSRNOT00000000624,Kctd20,-0.088760501615148,0.8860939957673,NA
ENSRNOT00000000627,Srsf3,0.059708368648759,0.80016727984812,0.923465176225384
ENSRNOT00000000628,Cdkn1a,0.394142266994268,0.190662168039511,NA
ENSRNOT00000000629,Cpne5,-0.08068827118094,0.688938798715553,0.883112439177611
ENSRNOT00000000631,RGD735065,0.266629897352357,0.222754933224175,0.597789151156337
ENSRNOT00000000632,Pi16,-0.346104814471981,0.496744325914702,NA
ENSRNOT00000000635,Mtch1,0.183682307049543,0.537486058456988,0.818783852382802
ENSRNOT00000000637,Pim1,0.725712682927915,0.29497450844219,NA
ENSRNOT00000000639,Ccdc167,0.663329088449388,0.009905996943097,0.164834016143659
ENSRNOT00000000640,Cmtr1,0.126142372961258,0.565451511959622,0.832357344622976
ENSRNOT00000000642,Tbc1d22b,-0.721209148365337,0.018132436396444,NA
ENSRNOT00000000649,Btbd9,0.157878862543474,0.627671756689298,0.857586360869106
ENSRNOT00000000650,Glo1,-0.008576024220638,0.976137818356956,0.991292828550751
ENSRNOT00000000651,Dnah8,-0.24390279348482,0.625844382956168,NA
ENSRNOT00000000653,Frk,-0.422788362816485,0.442194651847294,NA
ENSRNOT00000000655,Col10a1,-0.340735072101007,0.42795509916553,NA
ENSRNOT00000000657,Nt5dc1,-0.576006340984902,0.035906753630271,NA
ENSRNOT00000000658,Tspyl4,-0.51640146605218,0.019445072003114,0.218220426554431
ENSRNOT00000000660,Tspyl1,-0.051910980096228,0.818881601946679,0.931686720582191
ENSRNOT00000000661,Neurog3,NA,NA,NA
ENSRNOT00000000662,RGD1305587,0.190615345577629,0.359294082347349,0.706245791497017
ENSRNOT00000000670,ENSRNOT00000000670,0.373491215893359,0.592456413297101,NA
ENSRNOT00000000671,Eif4ebp2,-0.650091967180406,0.030084960568308,0.26905217646664
ENSRNOT00000000672,Nodal,-0.085184009583621,0.712543041684154,NA
ENSRNOT00000000673,Sar1a,-0.142643352509216,0.580719280838685,0.840324746865664
ENSRNOT00000000674,Ppa1,0.120474531345389,0.539362661648713,0.820007020639709
ENSRNOT00000000675,Npffr1,-0.417382992991019,0.549461118252415,NA
ENSRNOT00000000676,Lrrc20,0.06777737149825,0.820442825249622,NA
ENSRNOT00000000681,Prf1,-0.018861272347507,0.976119798883296,NA
ENSRNOT00000000683,Tbata,NA,NA,NA
ENSRNOT00000000687,Pcbd1,0.296558418089983,0.283836310228242,NA
ENSRNOT00000000689,Slc29a3,0.372965975982613,0.1684758762207,0.541205265945027
ENSRNOT00000000696,Psap,0.242825479946795,0.332409874674159,0.6892469896888
ENSRNOT00000000697,Chst3,-0.183195840357437,0.766697908854418,NA
ENSRNOT00000000698,Spock2,-0.189915943054161,0.4650089116494,0.779879058672988
ENSRNOT00000000700,ENSRNOT00000000700,-0.086235347763109,0.829938890500932,NA
ENSRNOT00000000701,Ascc1,0.474507887738328,0.073877791507905,0.388629136066205
ENSRNOT00000000702,Anapc16,0.129079177146938,0.58174886957235,0.840324746865664
ENSRNOT00000000703,Ddit4,-0.108743805385585,0.75256253858815,NA
ENSRNOT00000000707,Marcks,-0.211634415044523,0.388273521788262,0.725834195814563
ENSRNOT00000000708,Fam26d,-1.06284220857352,0.065798932679592,NA
ENSRNOT00000000710,Ddo,0.772459788617194,0.042707572736121,NA
ENSRNOT00000000713,Cdk19,-0.23021125714582,0.282074992376883,0.645476472128894
ENSRNOT00000000715,Amd1,-0.24590763178772,0.210421378344478,0.58678550303068
ENSRNOT00000000716,Gtf3c6,-0.817367544528351,0.029460367615478,NA
ENSRNOT00000000717,Rpf2,-0.429668197127933,0.17422097701894,0.546575484879883
ENSRNOT00000000718,Slc16a10,-0.125525592672714,0.793783533816464,NA
ENSRNOT00000000720,ENSRNOT00000000720,0.773419593104607,0.087549043365069,NA
ENSRNOT00000000728,Traf3ip2,0.630365068799707,0.088352924957218,NA
ENSRNOT00000000733,Fyn,0.54796776494986,0.023949624039705,0.24311857707266
ENSRNOT00000000735,Wisp3,0.4081905956824,0.556004525972349,NA
ENSRNOT00000000737,Lama4,0.159902586742204,0.549651819868704,NA
ENSRNOT00000000742,Hdac2,-0.178950786441508,0.524508495443488,0.811087327785843
ENSRNOT00000000743,Hs3st5,-0.150007396406663,0.763403085346647,NA
ENSRNOT00000000744,Pcdh15,NA,NA,NA
ENSRNOT00000000745,RGD1559903,-0.085184009583621,0.712543041684154,NA
ENSRNOT00000000748,Ipmk,-0.058665414238839,0.79941358782681,0.923447217490758
ENSRNOT00000000749,Cisd1,0.42028859443254,0.071067673098725,0.385326136573713
ENSRNOT00000000750,Ube2d1,-0.047996321921916,0.87429077132494,NA
ENSRNOT00000000753,Tfam,0.07823391578006,0.756480091653657,0.908854166423659
ENSRNOT00000000754,Bicc1,-0.190037718069314,0.721721845575665,NA
ENSRNOT00000000756,Fam13c,1.18706595203606,0.029164749194306,NA
ENSRNOT00000000767,Mdga2,-0.383408992631398,0.227539113643726,0.60271499373292
ENSRNOT00000000771,ENSRNOT00000000771,-0.085184009583621,0.712543041684154,NA
ENSRNOT00000000772,Hint1,0.402893400678734,0.082796764521845,0.403080305027829
ENSRNOT00000000776,ENSRNOT00000000776,NA,NA,NA
ENSRNOT00000000780,ENSRNOT00000000780,-0.178821937029138,0.583071011383618,NA
ENSRNOT00000000783,Cdk1,0.470577038726853,0.458589535833644,NA
ENSRNOT00000000784,Rhobtb1,0.467299842910059,0.187804955973364,NA
ENSRNOT00000000785,RGD1306739,-0.262831135363176,0.35166476037393,NA
ENSRNOT00000000787,Arid5b,-0.387926063530099,0.078633293171382,0.39517262496223
ENSRNOT00000000791,Ado,-0.045706488244402,0.947695479856951,NA
ENSRNOT00000000792,Egr2,-0.148030525968768,0.73539917508606,NA
ENSRNOT00000000794,Nrbf2,-0.070536027362633,0.808588111933314,NA
ENSRNOT00000000804,Jmjd1c,0.079448937332088,0.727751991008586,0.899744988081581
ENSRNOT00000000807,ENSRNOT00000000807,NA,NA,NA
ENSRNOT00000000812,Nr5a2,0.105904720646711,0.68560787784716,NA
ENSRNOT00000000814,Ptprc,NA,NA,NA
ENSRNOT00000000816,ENSRNOT00000000816,NA,NA,NA
ENSRNOT00000000817,Nek7,-0.348193975961966,0.434180180472202,NA
ENSRNOT00000000821,Acacb,NA,NA,NA
ENSRNOT00000000823,Asphd2,0.441475248192287,0.023046120428911,0.239215961749342
ENSRNOT00000000824,Hps4,-0.122525302539555,0.654425361236397,0.868641935450116
ENSRNOT00000000826,Srrd,0.950156751862505,0.026731593663728,NA
ENSRNOT00000000828,Tfip11,0.301531313140757,0.15749993966165,0.526982389004464
ENSRNOT00000000831,Tpst2,0.238573425309918,0.325516489348406,0.684086718377496
ENSRNOT00000000874,Svop,0.327844606072852,0.37949192428872,0.719141357622786
ENSRNOT00000000881,Dao,-0.622492935398735,0.335360780902764,NA
ENSRNOT00000000883,Ssh1,NA,NA,NA
ENSRNOT00000000886,Coro1c,-0.025688351628599,0.91833049952774,0.968962632724266
ENSRNOT00000000888,Selplg,-0.439928057816284,0.406065286633474,NA
ENSRNOT00000000889,Tmem119,0.130558693458558,0.622028097406989,NA
ENSRNOT00000000890,Iscu,0.502836896011055,0.05498892267019,0.350855512756547
ENSRNOT00000000891,Sart3,0.061109739299734,0.775390943888263,0.916356525063459
ENSRNOT00000000892,Ficd,-0.711204208068752,0.143324678004012,NA
ENSRNOT00000000893,Cmklr1,-0.687231351781833,0.129542796023623,NA
ENSRNOT00000000895,Wscd2,-0.004546574640557,0.993439172592443,NA
ENSRNOT00000000898,Sgsm1,0.114513896083224,0.588709438717873,0.843296384139381
ENSRNOT00000000901,RGD1306556,0.185041289632869,0.78806251192726,NA
ENSRNOT00000000903,ENSRNOT00000000903,-0.495038962664326,0.388493474502171,NA
ENSRNOT00000000904,Chmp2b,0.26329918054074,0.344755786219218,NA
ENSRNOT00000000905,POU1F1,-0.099470741245901,0.884866817691714,NA
ENSRNOT00000000907,Htr1f,-0.345312913603989,0.530626029101584,NA
ENSRNOT00000000909,Cggbp1,-0.120571805134634,0.688227473027582,0.883112439177611
ENSRNOT00000000911,MGC95208,-0.421615268546902,0.229880293430618,NA
ENSRNOT00000000953,Olr1671,NA,NA,NA
ENSRNOT00000000955,Clic2,0.233160075464211,0.548912653398214,NA
ENSRNOT00000000956,Tmlhe,NA,NA,NA
ENSRNOT00000000968,ENSRNOT00000000968,0.097396420249214,0.698788205740851,NA
ENSRNOT00000000973,Olr1695,NA,NA,NA
ENSRNOT00000000974,Olr1694,NA,NA,NA
ENSRNOT00000000975,ENSRNOT00000000975,-0.180166342704603,0.767675624811363,NA
ENSRNOT00000000976,Olr1693,NA,NA,NA
ENSRNOT00000000986,Olr1869,0.097396420249214,0.698788205740851,NA
ENSRNOT00000000990,RT1-M3-1,0.101405229629385,0.696106791477161,0.886970644855517
ENSRNOT00000000992,Olr1743,0.324698810861729,0.450899181179239,NA
ENSRNOT00000000994,ENSRNOT00000000994,0.388625604417797,0.4079263920615,NA
ENSRNOT00000000995,Ubd,-0.359915125811872,0.559523704011062,NA
ENSRNOT00000000996,Olr1746,NA,NA,NA
ENSRNOT00000001008,Mog,0.132181384895286,0.623135321906319,0.856025586657167
ENSRNOT00000001011,Znrd1as1,-0.164854148343039,0.687073918956548,NA
ENSRNOT00000001012,Znrd1,0.040163781063221,0.876017380713926,0.95488933347136
ENSRNOT00000001013,Ppp1r11,0.541274212759443,0.009173290581734,0.159869478002326
ENSRNOT00000001014,Rnf39,0.162665573877183,0.521969050945782,0.810323837679809
ENSRNOT00000001016,Trim10,0.257279147064086,0.644383388777609,NA
ENSRNOT00000001017,Trim15,-0.018283734602415,0.977347526055563,NA
ENSRNOT00000001019,Trim26,-0.129565092918089,0.613829802901251,NA
ENSRNOT00000001021,Trim39,0.304287272597262,0.27381104768359,0.643263891520018
ENSRNOT00000001024,Rpp21,0.418387231305536,0.066934507647536,0.377674903227022
ENSRNOT00000001035,RT1-N3,0.246162992494982,0.369543681628233,0.711557705479905
ENSRNOT00000001036,RT1-S3,0.441728733725426,0.163114048737721,NA
ENSRNOT00000001044,Ranbp2,NA,NA,NA
ENSRNOT00000001049,Abcf1,0.007550699792938,0.973916965559442,0.991196686167723
ENSRNOT00000001050,Msl3l2,0.286251454661132,0.478782800903056,NA
